pypi_url,git_url,,,,,,,
http://pypi.python.org/pypi/virtualenv/12.0.7,https://github.com/pypa/virtualenv,,,,,,,
http://pypi.python.org/pypi/setuptools/14.0,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
